#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;ShadowlessEdge;ShadowlessAU;2535418358478334;1057236;1071269;14033;50;192;242
2;FairyEmpire;baboy1337;2533274848211122;597330;606235;8905;48;162;210
3;MasterLeePhD;Master Lee PhD;2533274793230093;522099;528723;6624;46;208;254
4;APOPHIS1989;APOPHIS1989;2533274792861176;640831;646316;5485;44;160;204
5;Plagueborne;The Wicked Soul;2533274925208344;1494391;1498681;4290;42;68;110
6;Chyld989;Chyld989;2533274824150207;576640;580765;4125;40;222;262
7;SheepDip;Ryuukishi634;2533274841110750;524770;528095;3325;38;212;250
8;TheAshCohen09;TheAshCohen09;2533274856167909;281116;284371;3255;36;148;184
9;Akosii;Akosii;2533274876129944;456891;460011;3120;34;144;178
10;Knottian;Knottian;2533274805216213;274330;276575;2245;32;138;170
11;TheSlickTony;TheSlickTony;2533275010815429;136218;138318;2100;30;94;124
12;binarymelon;binarymelon;2533274792088847;60131;62206;2075;28;128;156
13;RoslindaleOne;RoslindaleOne;2594261035379451;438450;440260;1810;26;92;118
14;DeusJabu;DeusJabu;2535431624153776;241180;242745;1565;24;142;166
15;Scottish_Sin;Scottish Sin;2533274798575633;645049;646444;1395;22;86;108
16;PhantomFox;PhantomFox75-460;2535436728258152;87989;89239;1250;20;78;98
17;profjjj;profjjj;2533274829351135;170845;171900;1055;18;124;142
18;CallMeCraig;matsze;2533274817036922;377313;378208;895;16;106;122
19;BrigadiersBlue;Brigadiers Blue;2533274916311937;188560;189400;840;14;124;138
20;MrZweistein;MrZweistein;2533274796780325;175515;176135;620;12;58;70
21;low187;ShadowArceus5;2533274870566975;306471;307026;555;10;48;58
22;OneBadMutha;OneBadMutha;2728296738546254;77554;78099;545;8;44;52
23;dfunktjester;dFunkt jestEr;2533274829581469;144667;145092;425;6;26;32
24;SilentJay76;SilentJay76;2533274902322618;504827;505247;420;4;104;108
25;Mark3;Mark 3;2533274791777168;196235;196585;350;2;28;30
25;Sikamikanico;Sikamikanico;2599622463478870;164036;164386;350;1;30;31
27;MMarfil;MMarfil;2533274884719422;114223;114443;220;1;34;35
28;Bugalugs214;bugalugs214;2535471084374195;604455;604670;215;1;82;83
29;n0tjack;n0tjack;2533274808155558;266039;266249;210;1;24;25
30;dscharles;dscharles;2533275014769270;97770;97930;160;1;20;21
31;Mort;Mortaigne;2533274924850886;260408;260518;110;1;8;9
32;BananaBox39;MaidenLOKO;2533274891998560;213683;213783;100;1;10;11
33;TangHao;Amir-8983;2535432952508207;89462;89522;60;1;1;2
34;BadMoodJones;Junglee91;2533275020457265;172326;172366;40;1;4;5
35;BigM_Milk4;BigMMilk-9208;2533274975549845;72609;72639;30;1;2;3
36;BeardoN7x;BeardoA7x;2533274924115209;149569;149569;0;0;0;0
36;NierlyCrazy;Nierly Crazy;2533274896685914;602930;602930;0;0;50;50
36;Shadowgasm;Shadowgasm;2736338880739054;439560;439560;0;0;0;0
36;supercommodore;supercommodore;2533274982646378;42225;42225;0;0;0;0
36;TheSego;The Sego;2533274801846949;169910;169910;0;0;0;0
