#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;ShadowlessEdge;Shadowless Edge;2535418358478334;667741;686996;19255;50;1006;0
2;Plagueborne;The Wicked Soul;2533274925208344;909897;922132;12235;48;964;0
3;Alex;Nierly Crazy;2533274896685914;419055;428620;9565;46;251;0
4;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;666545;675775;9230;44;790;0
5;SheepDip;Ryuukishi634;2533274841110750;397180;406305;9125;42;627;0
6;Zonky;Zonky;2535470751963594;105890;114470;8580;40;924;0
7;Chyld989;Chyld989;2533274824150207;406275;413200;6925;38;680;0
8;Mort;Mortaigne;2533274924850886;165202;171437;6235;36;479;0
9;profjjj;profjjj;2533274829351135;129477;135357;5880;34;854;0
10;low187;ShadowArceus5;2533274870566975;244273;249993;5720;32;336;0
11;CallMeCraig;matsze;2533274817036922;239856;245571;5715;30;622;0
12;Shadowgasm;Shadowgasm;2736338880739054;343295;348845;5550;28;336;0
13;APOPHIS1989;APOPHIS1989;2533274792861176;327174;332594;5420;26;536;0
14;n0tjack;n0tjack;2533274808155558;185928;191258;5330;24;490;0
15;brunopcosta1;brunopcosta1;2535437287890796;268062;272907;4845;22;552;0
16;MasterLeePhD;Master Lee PhD;2533274793230093;347654;352424;4770;20;657;0
17;Cyime;Cyime;2533274809898296;213605;218320;4715;18;166;0
18;BrigadiersBlue;Brigadiers Blue;2533274916311937;71293;75863;4570;16;105;0
19;UnveiledArk;UnveiledArk;2533274934249959;371580;375635;4055;14;443;0
20;Akosii;Akosii;2533274876129944;357450;361180;3730;12;496;0
21;Scottish_Sin;Scottish Sin;2533274798575633;555405;559045;3640;10;453;0
22;dscharles;dscharles;2533275014769270;67856;71401;3545;8;130;0
23;Bugalugs214;bugalugs214;2535471084374195;137051;140111;3060;6;335;0
24;judge;judge;2533274802991000;418560;421385;2825;4;435;0
25;Knottian;Knottian;2533274805216213;222296;224916;2620;2;355;0
26;DeusJabu;DeusJabu;2535431624153776;169209;171744;2535;1;206;0
27;dfunktjester;dFunkt jestEr;2533274829581469;117317;119798;2481;1;257;0
28;BadMoodJones;Junglee91;2533275020457265;123891;126326;2435;1;408;0
29;Sikamikanico;Sikamikanico;2599622463478870;135343;137743;2400;1;192;0
30;supercommodore;supercommodore;2533274982646378;25807;28147;2340;1;83;0
31;MrZweistein;MrZweistein;2533274796780325;134455;136650;2195;1;75;0
32;FairyEmpire;baboy1337;2533274848211122;424975;427160;2185;1;458;0
33;Mark3;Mark 3;2533274791777168;175785;177600;1815;1;0;0
34;Kreten;Cro Kreten;2690766741657668;262483;264058;1575;1;33;0
35;OneBadMutha;OneBadMutha;2728296738546254;57203;58753;1550;1;260;0
36;PhantomFox;PhantomFox75;2535436728258152;65932;67372;1440;1;166;0
37;FunkyOne;Sir Funkified;2533274831236982;244785;246155;1370;1;208;0
38;xJavontax;xJavontax;2533274819674251;49286;50636;1350;1;101;0
39;BananaBox39;MaidenLOKO;2533274891998560;191220;192300;1080;1;114;0
40;TheSego;The Sego;2533274801846949;152609;153324;715;1;25;0
41;michael;Rngesus37;2535419776788793;40402;40892;490;1;37;0
42;MMarfil;MMarfil;2533274884719422;105224;105704;480;1;56;0
43;TheSlickTony;TheSlickTony;2533275010815429;111108;111568;460;1;32;0
44;Running_Riot;BoutTreeFidy;2535457582061110;46145;46500;355;1;196;0
45;Foorbits;Foorbits;2624419068575218;50798;51148;350;1;54;0
46;Xumbrega;ctZz1;2533274892320729;156415;156735;320;1;59;0
47;BeardoN7x;BeardoA7x;2533274924115209;107940;108130;190;1;334;0
48;Bluehawk357;BlueHawk357;2533274876723326;113398;113493;95;1;21;0
