#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;CallMeCraig;matsze;2533274817036922;422107;431769;9662;50;192;242
2;SilentJay76;SilentJay76;2533274902322618;526667;532457;5790;48;128;176
3;APOPHIS1989;APOPHIS1989;2533274792861176;714434;719664;5230;46;164;210
3;n0tjack;n0tjack;2533274808155558;306045;311275;5230;46;178;224
5;SheepDip;Ryuukishi634;2533274841110750;583360;588255;4895;42;162;204
6;Plagueborne;The Wicked Soul;2533274925208344;1701940;1705460;3520;40;152;192
7;TheAshCohen09;TheAshCohen09;2533274856167909;332236;335376;3140;38;128;166
8;FairyEmpire;baboy1337;2533274848211122;682911;685536;2625;36;124;160
9;low187;ShadowArceus5;2533274870566975;322286;324471;2185;34;138;172
10;Chyld989;Chyld989;2533274824150207;615695;617860;2165;32;124;156
11;Akosii;Akosii;2533274876129944;498553;500708;2155;30;126;156
12;J_F0LEY;J F0LEY;2533274910784399;125063;127173;2110;28;148;176
13;dscharles;dscharles;2533275014769270;115975;117245;1270;26;74;100
14;Knottian;Knottian;2533274805216213;296813;298053;1240;24;124;148
15;Sikamikanico;Sikamikanico;2599622463478870;181583;182348;765;22;68;90
16;RoslindaleOne;RoslindaleOne;2594261035379451;456245;456965;720;20;52;72
17;MMarfil;MMarfil;2533274884719422;117403;117878;475;18;68;86
18;OneBadMutha;OneBadMutha;2728296738546254;84499;84939;440;16;38;54
19;Mort;Mortaigne;2533274924850886;288458;288758;300;14;76;90
20;Mark3;Mark 3;2533274791777168;200375;200650;275;12;18;30
21;binarymelon;binarymelon;2533274792088847;68511;68746;235;10;42;52
22;TheSego;The Sego;2533274801846949;176061;176231;170;8;36;44
22;Shadowgasm;Shadowgasm;2736338880739054;463067;463237;170;8;24;32
24;TangHao;Amir-8983;2535432952508207;100007;100151;144;4;16;20
25;ShadowlessEdge;ShadowlessAU;2535418358478334;1143397;1143457;60;2;8;10
26;MrZweistein;MrZweistein;2533274796780325;188782;188832;50;1;30;31
27;BadMoodJones;Junglee91;2533275020457265;175491;175531;40;1;28;29
28;TheSlickTony;TheSlickTony;2533275010815429;153398;153428;30;1;8;9
29;profjjj;profjjj;2533274829351135;175390;175390;0;0;0;0
29;BeardoN7x;BeardoA7x;2533274924115209;160049;160049;0;0;0;0
29;NierlyCrazy;Nierly Crazy;2533274896685914;645383;645383;0;0;0;0
29;supercommodore;supercommodore;2533274982646378;43570;43570;0;0;0;0
29;PhantomFox;PhantomFox75-460;2535436728258152;94415;94415;0;0;0;0
29;DeusJabu;DeusJabu;2535431624153776;250030;250030;0;0;0;0
29;Bugalugs214;bugalugs214;2535471084374195;609285;609285;0;0;0;0
29;MasterLeePhD;Master Lee PhD;2533274793230093;553308;553308;0;0;0;0
29;BigM_Milk4;BigMMilk-9208;2533274975549845;74244;74244;0;0;0;0
