#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Plagueborne;The Wicked Soul;2533274925208344;1408156;1476126;67970;50;712;762
2;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;936815;997205;60390;48;583;631
3;NierlyCrazy;Nierly Crazy;2533274896685914;581738;593766;12028;46;566;612
4;APOPHIS1989;APOPHIS1989;2533274792861176;593043;601457;8414;44;800;844
5;CallMeCraig;matsze;2533274817036922;362248;367438;5190;42;562;604
6;ShadowlessEdge;Shadowless Edge;2535418358478334;1039841;1044381;4540;40;562;602
7;Akosii;Akosii;2533274876129944;443571;447976;4405;38;426;464
8;RoslindaleOne;RoslindaleOne;2594261035379451;428015;432260;4245;36;242;278
9;Mort;Mortaigne;2533274924850886;253463;257333;3870;34;563;597
10;Chyld989;Chyld989;2533274824150207;559870;563630;3760;32;418;450
11;FairyEmpire;baboy1337;2533274848211122;584181;587851;3670;30;239;269
12;SilentJay76;SilentJay76;2533274902322618;497682;501312;3630;28;452;480
13;Knottian;Knottian;2533274805216213;264509;267024;2515;26;364;390
14;MasterLeePhD;Master Lee PhD;2533274793230093;511664;514084;2420;24;448;472
15;Scottish_Sin;Scottish Sin;2533274798575633;636859;638889;2030;22;338;360
16;binarymelon;binarymelon;2533274792088847;56536;57906;1370;20;213;233
17;judge;judge;2533274802991000;542424;543719;1295;18;234;252
18;FunkyOne;Sir Funkified;2533274831236982;279076;280131;1055;16;113;129
19;BeardoN7x;BeardoA7x;2533274924115209;148194;149194;1000;14;58;72
20;BrigadiersBlue;Brigadiers Blue;2533274916311937;186225;187140;915;12;468;480
21;SheepDip;Ryuukishi634;2533274841110750;516200;517100;900;10;308;318
21;BigM_Milk4;BigMMilk-9208;2533274975549845;71124;72024;900;10;194;204
23;DeusJabu;DeusJabu;2535431624153776;235090;235895;805;6;229;235
24;low187;ShadowArceus5;2533274870566975;303293;304033;740;4;189;193
25;Mark3;Mark 3;2533274791777168;194630;195325;695;2;29;31
26;Sikamikanico;Sikamikanico;2599622463478870;161077;161762;685;1;162;163
27;BadMoodJones;Junglee91;2533275020457265;169878;170511;633;1;106;107
28;Bugalugs214;bugalugs214;2535471084374195;601920;602485;565;1;204;205
29;n0tjack;n0tjack;2533274808155558;261615;262145;530;1;219;220
30;DanCasual;SR1 Dan;2533274803840524;232241;232701;460;1;22;23
31;Kreten;Cro Kreten;2690766741657668;285288;285538;250;1;25;26
32;TheAshCohen09;TheAshCohen09;2533274856167909;276456;276676;220;1;465;466
32;TheSlickTony;TheSlickTony;2533275010815429;133598;133818;220;1;50;51
34;dscharles;dscharles;2533275014769270;95739;95955;216;1;111;112
35;UnveiledArk;UnveiledArk;2533274934249959;546790;546990;200;1;121;122
36;profjjj;profjjj;2533274829351135;168045;168175;130;1;64;65
37;MMarfil;MMarfil;2533274884719422;113481;113598;117;1;24;25
38;dfunktjester;dFunkt jestEr;2533274829581469;143352;143457;105;1;33;34
39;OneBadMutha;OneBadMutha;2728296738546254;75659;75734;75;1;71;72
40;PhantomFox;PhantomFox75;2535436728258152;85959;85999;40;1;49;50
40;MrZweistein;MrZweistein;2533274796780325;173575;173615;40;1;8;9
42;Xumbrega;ctZz1;2533274892320729;166714;166744;30;1;1;2
43;Running_Riot;BoutTreeFidy;2535457582061110;62160;62185;25;1;29;30
44;TheSego;The Sego;2533274801846949;169725;169735;10;1;6;7
45;xJavontax;xJavontax;2533274819674251;53643;53643;0;0;2;2
45;BananaBox39;MaidenLOKO;2533274891998560;213683;213683;0;0;2;2
45;Shadowgasm;Shadowgasm;2736338880739054;439560;439560;0;0;75;75
45;TangHao;Amir-8983;2535432952508207;88727;88727;0;0;2;2
45;Foorbits;Foorbits;2624419068575218;52428;52428;0;0;0;0
45;brunopcosta1;brunopcosta1;2535437287890796;289213;289213;0;0;0;0
45;supercommodore;supercommodore;2533274982646378;42100;42100;0;0;0;0
45;michael;Rngesus37;2535419776788793;50287;50287;0;0;0;0
