#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;SheepDip;Ryuukishi634;2533274841110750;563425;571535;8110;50;656;706
2;APOPHIS1989;APOPHIS1989;2533274792861176;692427;698682;6255;48;290;338
3;Chyld989;Chyld989;2533274824150207;605025;610100;5075;46;488;534
4;Shadowgasm;Shadowgasm;2736338880739054;456259;461027;4768;44;654;698
5;dscharles;dscharles;2533275014769270;111315;114085;2770;42;418;460
6;CallMeCraig;matsze;2533274817036922;412907;415257;2350;40;420;460
7;J_F0LEY;J F0LEY;2533274910784399;118363;120688;2325;38;396;434
8;n0tjack;n0tjack;2533274808155558;295341;297566;2225;36;512;548
9;ShadowlessEdge;ShadowlessAU;2535418358478334;1137307;1139462;2155;34;418;452
10;Akosii;Akosii;2533274876129944;490238;492103;1865;32;508;540
11;Plagueborne;The Wicked Soul;2533274925208344;1691480;1693285;1805;30;502;532
12;SilentJay76;SilentJay76;2533274902322618;522027;523792;1765;28;378;406
13;Mort;Mortaigne;2533274924850886;284053;285598;1545;26;586;612
14;Knottian;Knottian;2533274805216213;292060;293295;1235;24;448;472
15;FairyEmpire;baboy1337;2533274848211122;676631;677801;1170;22;460;482
16;low187;ShadowArceus5;2533274870566975;317121;317926;805;20;292;312
17;OneBadMutha;OneBadMutha;2728296738546254;81969;82569;600;18;200;218
18;Sikamikanico;Sikamikanico;2599622463478870;176753;177333;580;16;168;184
19;RoslindaleOne;RoslindaleOne;2594261035379451;448860;449380;520;14;362;376
20;NierlyCrazy;Nierly Crazy;2533274896685914;645093;645358;265;12;272;284
21;PhantomFox;PhantomFox75-460;2535436728258152;94100;94350;250;10;75;85
22;MrZweistein;MrZweistein;2533274796780325;187855;188025;170;8;198;206
23;BeardoN7x;BeardoA7x;2533274924115209;159639;159774;135;6;34;40
24;MasterLeePhD;Master Lee PhD;2533274793230093;553118;553243;125;4;67;71
25;BadMoodJones;Junglee91;2533275020457265;175211;175321;110;2;151;153
26;MMarfil;MMarfil;2533274884719422;117018;117073;55;1;161;162
27;supercommodore;supercommodore;2533274982646378;43385;43395;10;1;19;20
28;TangHao;Amir-8983;2535432952508207;99432;99432;0;0;42;42
28;Mark3;Mark 3;2533274791777168;199175;199175;0;0;30;30
28;BigM_Milk4;BigMMilk-9208;2533274975549845;74244;74244;0;0;9;9
28;profjjj;profjjj;2533274829351135;174550;174550;0;0;7;7
28;TheAshCohen09;TheAshCohen09;2533274856167909;330931;330931;0;0;144;144
28;TheSlickTony;TheSlickTony;2533275010815429;151038;151038;0;0;126;126
28;TheSego;The Sego;2533274801846949;172175;172175;0;0;28;28
28;binarymelon;binarymelon;2533274792088847;66786;66786;0;0;19;19
28;DeusJabu;DeusJabu;2535431624153776;249240;249240;0;0;13;13
28;Bugalugs214;bugalugs214;2535471084374195;608755;608755;0;0;0;0
