#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;APOPHIS1989;APOPHIS1989;2533274792861176;628453;640831;12378;50;1453;1503
2;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;1001200;1009875;8675;48;1152;1200
3;SheepDip;Ryuukishi634;2533274841110750;519495;524770;5275;46;695;741
4;CallMeCraig;matsze;2533274817036922;373193;377313;4120;44;1114;1158
5;MasterLeePhD;Master Lee PhD;2533274793230093;518574;522099;3525;42;986;1028
6;Chyld989;Chyld989;2533274824150207;573480;576640;3160;40;1156;1196
7;ShadowlessEdge;Shadowless Edge;2535418358478334;1054416;1057236;2820;38;1180;1218
8;FairyEmpire;baboy1337;2533274848211122;594700;597330;2630;36;747;783
9;Knottian;Knottian;2533274805216213;271899;274330;2431;34;849;883
10;Scottish_Sin;Scottish Sin;2533274798575633;642844;645049;2205;32;850;882
11;Akosii;Akosii;2533274876129944;454786;456891;2105;30;934;964
12;RoslindaleOne;RoslindaleOne;2594261035379451;436415;438450;2035;28;734;762
12;judge;judge;2533274802991000;546489;548524;2035;28;507;535
14;Plagueborne;The Wicked Soul;2533274925208344;1492431;1494391;1960;24;1277;1301
15;DeusJabu;DeusJabu;2535431624153776;239410;241180;1770;22;550;572
16;BadMoodJones;Junglee91;2533275020457265;170681;172326;1645;20;191;211
17;low187;ShadowArceus5;2533274870566975;305068;306471;1403;18;354;372
18;TheSlickTony;TheSlickTony;2533275010815429;134848;136218;1370;16;258;274
19;TheAshCohen09;TheAshCohen09;2533274856167909;279901;281116;1215;14;682;696
20;profjjj;profjjj;2533274829351135;169740;170845;1105;12;233;245
21;DanCasual;SR1 Dan;2533274803840524;233991;235051;1060;10;225;235
22;binarymelon;binarymelon;2533274792088847;59256;60131;875;8;406;414
23;PhantomFox;PhantomFox75;2535436728258152;87139;87989;850;6;156;162
24;SilentJay76;SilentJay76;2533274902322618;503987;504827;840;4;705;709
25;xJavontax;xJavontax;2533274819674251;53923;54638;715;2;116;118
26;Sikamikanico;Sikamikanico;2599622463478870;163406;164036;630;1;333;334
27;OneBadMutha;OneBadMutha;2728296738546254;76959;77554;595;1;258;259
28;MrZweistein;MrZweistein;2533274796780325;174925;175515;590;1;117;118
29;UnveiledArk;UnveiledArk;2533274934249959;552200;552760;560;1;390;391
30;Mark3;Mark 3;2533274791777168;195685;196235;550;1;83;84
31;n0tjack;n0tjack;2533274808155558;265514;266039;525;1;488;489
32;MMarfil;MMarfil;2533274884719422;113708;114223;515;1;73;74
33;BrigadiersBlue;Brigadiers Blue;2533274916311937;188140;188560;420;1;555;556
34;NierlyCrazy;Nierly Crazy;2533274896685914;602540;602930;390;1;935;936
34;Running_Riot;BoutTreeFidy;2535457582061110;62290;62680;390;1;49;50
36;Bugalugs214;bugalugs214;2535471084374195;604160;604455;295;1;332;333
36;TangHao;Amir-8983;2535432952508207;89167;89462;295;1;42;43
38;dfunktjester;dFunkt jestEr;2533274829581469;144407;144667;260;1;109;110
39;dscharles;dscharles;2533275014769270;97545;97770;225;1;220;221
40;FunkyOne;Sir Funkified;2533274831236982;281117;281322;205;1;279;280
41;supercommodore;supercommodore;2533274982646378;42115;42225;110;1;5;6
42;BigM_Milk4;BigMMilk-9208;2533274975549845;72534;72609;75;1;235;236
43;Mort;Mortaigne;2533274924850886;260358;260408;50;1;822;823
44;Kreten;Cro Kreten;2690766741657668;286063;286078;15;1;36;37
45;Xumbrega;ctZz1;2533274892320729;167429;167429;0;0;40;40
45;BeardoN7x;BeardoA7x;2533274924115209;149569;149569;0;0;80;80
45;TheSego;The Sego;2533274801846949;169910;169910;0;0;15;15
45;brunopcosta1;brunopcosta1;2535437287890796;289293;289293;0;0;3;3
45;BananaBox39;MaidenLOKO;2533274891998560;213683;213683;0;0;2;2
45;Shadowgasm;Shadowgasm;2736338880739054;439560;439560;0;0;75;75
45;Foorbits;Foorbits;2624419068575218;52428;52428;0;0;0;0
45;michael;Rngesus37;2535419776788793;50287;50287;0;0;0;0
