#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;SheepDip;Ryuukishi634;2533274841110750;582155;583285;1130;50;1294;1344
2;SilentJay76;SilentJay76;2533274902322618;525627;526627;1000;48;652;700
3;binarymelon;binarymelon;2533274792088847;67571;68511;940;46;117;163
4;J_F0LEY;J F0LEY;2533274910784399;124058;124933;875;44;780;824
5;n0tjack;n0tjack;2533274808155558;304965;305820;855;42;1034;1076
6;OneBadMutha;OneBadMutha;2728296738546254;84049;84479;430;40;446;486
7;low187;ShadowArceus5;2533274870566975;321771;322196;425;38;611;649
8;Sikamikanico;Sikamikanico;2599622463478870;181213;181583;370;36;520;556
9;Plagueborne;The Wicked Soul;2533274925208344;1701575;1701930;355;34;1068;1102
9;Knottian;Knottian;2533274805216213;296418;296773;355;34;862;896
11;Chyld989;Chyld989;2533274824150207;615005;615295;290;30;992;1022
12;FairyEmpire;baboy1337;2533274848211122;682651;682911;260;28;858;886
13;Akosii;Akosii;2533274876129944;498208;498463;255;26;1038;1064
14;APOPHIS1989;APOPHIS1989;2533274792861176;714234;714434;200;24;930;954
15;TheSlickTony;TheSlickTony;2533275010815429;153288;153398;110;22;352;374
16;CallMeCraig;matsze;2533274817036922;421982;422057;75;20;932;952
17;MMarfil;MMarfil;2533274884719422;117333;117403;70;18;193;211
18;RoslindaleOne;RoslindaleOne;2594261035379451;456205;456245;40;16;854;870
19;Colbert;MrZweistein;2533274796780325;188742;188772;30;14;372;386
19;BeardoN7x;BeardoA7x;2533274924115209;160019;160049;30;14;92;106
21;supercommodore;supercommodore;2533274982646378;43555;43570;15;10;49;59
22;Mort;Mortaigne;2533274924850886;288438;288448;10;8;950;958
23;PhantomFox;PhantomFox75-460;2535436728258152;94410;94415;5;6;105;111
24;ShadowlessEdge;ShadowlessAU;2535418358478334;1143367;1143367;0;0;878;878
24;profjjj;profjjj;2533274829351135;175390;175390;0;0;122;122
24;dscharles;dscharles;2533275014769270;115975;115975;0;0;736;736
24;TangHao;Amir-8983;2535432952508207;100007;100007;0;0;129;129
24;Mark3;Mark 3;2533274791777168;200375;200375;0;0;118;118
24;TheSego;The Sego;2533274801846949;176061;176061;0;0;340;340
24;TheAshCohen09;TheAshCohen09;2533274856167909;332236;332236;0;0;244;244
24;NierlyCrazy;Nierly Crazy;2533274896685914;645383;645383;0;0;288;288
24;MasterLeePhD;Master Lee PhD;2533274793230093;553308;553308;0;0;102;102
24;Bugalugs214;bugalugs214;2535471084374195;609285;609285;0;0;54;54
24;DeusJabu;DeusJabu;2535431624153776;250030;250030;0;0;98;98
24;BadMoodJones;Junglee91;2533275020457265;175491;175491;0;0;185;185
24;Shadowgasm;Shadowgasm;2736338880739054;463067;463067;0;0;866;866
24;BigM_Milk4;BigMMilk-9208;2533274975549845;74244;74244;0;0;9;9
