#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;SheepDip;Ryuukishi634;2533274841110750;559065;563425;4360;50;360;410
2;Shadowgasm;Shadowgasm;2736338880739054;452229;456259;4030;48;406;454
3;n0tjack;n0tjack;2533274808155558;292429;295341;2912;46;340;386
4;Mort;Mortaigne;2533274924850886;281168;284053;2885;44;382;426
5;APOPHIS1989;APOPHIS1989;2533274792861176;690122;692427;2305;42;28;70
6;NierlyCrazy;Nierly Crazy;2533274896685914;642913;645093;2180;40;166;206
7;RoslindaleOne;RoslindaleOne;2594261035379451;446945;448860;1915;38;218;256
8;Akosii;Akosii;2533274876129944;488771;490238;1467;36;296;332
9;Chyld989;Chyld989;2533274824150207;603735;605025;1290;34;248;282
9;CallMeCraig;matsze;2533274817036922;411617;412907;1290;34;246;280
11;Plagueborne;The Wicked Soul;2533274925208344;1690235;1691480;1245;30;310;340
12;Knottian;Knottian;2533274805216213;291125;292060;935;28;282;310
13;dscharles;dscharles;2533275014769270;110420;111315;895;26;220;246
14;J_F0LEY;J F0LEY;2533274910784399;117568;118363;795;24;224;248
15;FairyEmpire;baboy1337;2533274848211122;676116;676631;515;22;318;340
16;MMarfil;MMarfil;2533274884719422;116548;117018;470;20;83;103
17;ShadowlessEdge;ShadowlessAU;2535418358478334;1136842;1137307;465;18;236;254
18;Sikamikanico;Sikamikanico;2599622463478870;176343;176753;410;16;100;116
19;low187;ShadowArceus5;2533274870566975;316791;317121;330;14;178;192
20;TangHao;Amir-8983;2535432952508207;99137;99432;295;12;30;42
21;OneBadMutha;OneBadMutha;2728296738546254;81789;81969;180;10;128;138
22;SilentJay76;SilentJay76;2533274902322618;521887;522027;140;8;218;226
23;MrZweistein;MrZweistein;2533274796780325;187735;187855;120;6;158;164
24;MasterLeePhD;Master Lee PhD;2533274793230093;553013;553118;105;4;41;45
25;Mark3;Mark 3;2533274791777168;199095;199175;80;2;28;30
26;BadMoodJones;Junglee91;2533275020457265;175191;175211;20;1;124;125
26;BigM_Milk4;BigMMilk-9208;2533274975549845;74224;74244;20;1;8;9
28;profjjj;profjjj;2533274829351135;174535;174550;15;1;6;7
29;supercommodore;supercommodore;2533274982646378;43375;43385;10;1;0;1
30;TheAshCohen09;TheAshCohen09;2533274856167909;330931;330931;0;0;144;144
30;TheSlickTony;TheSlickTony;2533275010815429;151038;151038;0;0;126;126
30;TheSego;The Sego;2533274801846949;172175;172175;0;0;28;28
30;PhantomFox;PhantomFox75-460;2535436728258152;94100;94100;0;0;19;19
30;binarymelon;binarymelon;2533274792088847;66786;66786;0;0;19;19
30;DeusJabu;DeusJabu;2535431624153776;249240;249240;0;0;13;13
30;BeardoN7x;BeardoA7x;2533274924115209;159639;159639;0;0;8;8
30;Bugalugs214;bugalugs214;2535471084374195;608755;608755;0;0;0;0
