#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Bugalugs214;bugalugs214;2535471084374195;387210;434609;47399;50;1674;1724
2;Chyld989;Chyld989;2533274824150207;477270;500000;22730;48;976;1024
3;ShadowlessEdge;Shadowless Edge;2535418358478334;877985;896022;18037;46;1139;1185
4;Plagueborne;The Wicked Soul;2533274925208344;1002267;1014717;12450;44;1234;1278
5;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;780495;791965;11470;42;1004;1046
6;UnveiledArk;UnveiledArk;2533274934249959;466035;476265;10230;40;843;883
7;NierlyCrazy;Nierly Crazy;2533274896685914;485315;495010;9695;38;954;992
8;DanCasual;SR1 Dan;2533274803840524;212079;219729;7650;36;192;228
9;APOPHIS1989;APOPHIS1989;2533274792861176;398880;405518;6638;34;862;896
10;CallMeCraig;matsze;2533274817036922;287735;292280;4545;32;885;917
11;SheepDip;Ryuukishi634;2533274841110750;450755;455240;4485;30;628;658
12;Akosii;Akosii;2533274876129944;404420;408440;4020;28;817;845
13;MasterLeePhD;Master Lee PhD;2533274793230093;406039;409619;3580;26;765;791
14;judge;judge;2533274802991000;465040;468555;3515;24;726;750
15;Shadowgasm;Shadowgasm;2736338880739054;413995;417500;3505;22;1124;1146
16;Scottish_Sin;Scottish Sin;2533274798575633;595560;598510;2950;20;718;738
17;DeusJabu;DeusJabu;2535431624153776;194440;196655;2215;18;337;355
18;BeardoN7x;BeardoA7x;2533274924115209;133590;135415;1825;16;153;169
19;BrigadiersBlue;Brigadiers Blue;2533274916311937;107480;109075;1595;14;390;404
20;Sikamikanico;Sikamikanico;2599622463478870;146423;147938;1515;12;185;197
21;BadMoodJones;Junglee91;2533275020457265;145547;147023;1476;10;196;206
22;low187;ShadowArceus5;2533274870566975;279950;281415;1465;8;628;636
22;dfunktjester;dFunkt jestEr;2533274829581469;125713;127178;1465;8;172;180
24;n0tjack;n0tjack;2533274808155558;219015;220465;1450;4;730;734
25;BananaBox39;MaidenLOKO;2533274891998560;203395;204800;1405;2;234;236
26;Bluehawk357;BlueHawk357;2533274876723326;128533;129893;1360;1;227;228
27;Cyime;Cyime;2533274809898296;247800;248955;1155;1;244;245
28;profjjj;profjjj;2533274829351135;155551;156691;1140;1;332;333
29;MrZweistein;MrZweistein;2533274796780325;150945;152010;1065;1;163;164
30;FunkyOne;Sir Funkified;2533274831236982;260132;261147;1015;1;255;256
30;OneBadMutha;OneBadMutha;2728296738546254;65282;66297;1015;1;185;186
32;Knottian;Knottian;2533274805216213;238346;239356;1010;1;158;159
33;RoslindaleOne;RoslindaleOne;2594261035379451;395455;396335;880;1;178;179
34;binarymelon;binarymelon;2533274792088847;32081;32896;815;1;134;135
35;FairyEmpire;baboy1337;2533274848211122;478382;479177;795;1;697;698
36;Mark3;Mark 3;2533274791777168;188535;189260;725;1;121;122
37;TheSlickTony;TheSlickTony;2533275010815429;121868;122363;495;1;115;116
38;PhantomFox;PhantomFox75;2535436728258152;78692;79132;440;1;146;147
39;michael;Rngesus37;2535419776788793;43945;44325;380;1;45;46
40;Mort;Mortaigne;2533274924850886;211667;212017;350;1;655;656
41;TheSego;The Sego;2533274801846949;160774;161099;325;1;210;211
41;dscharles;dscharles;2533275014769270;81274;81599;325;1;131;132
43;MMarfil;MMarfil;2533274884719422;107694;108004;310;1;15;16
44;Xumbrega;ctZz1;2533274892320729;161525;161720;195;1;49;50
45;supercommodore;supercommodore;2533274982646378;36987;37127;140;1;32;33
46;Running_Riot;BoutTreeFidy;2535457582061110;54835;54955;120;1;36;37
46;BigM_Milk4;BigMMilk-9208;2533274975549845;48449;48569;120;1;64;65
48;xJavontax;xJavontax;2533274819674251;51746;51846;100;1;54;55
49;Zonky;Zonky;2535470751963594;165120;165180;60;1;154;155
50;Kreten;Cro Kreten;2690766741657668;277183;277188;5;1;206;207
51;Foorbits;Foorbits;2624419068575218;51218;51218;0;0;2;2
51;Darthvader2795;Darthvader2795;2535442004967288;76871;76871;0;0;5;5
51;brunopcosta1;brunopcosta1;2535437287890796;288518;288518;0;0;5;5
51;DannySuperb;Danny Superb;2535423690428067;1830;1830;0;0;0;0
