#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;UnveiledArk;UnveiledArk;2533274934249959;339220;352925;13705;100;0;119
2;ShadowlessEdge;Shadowless Edge;2535418358478334;576733;590258;13525;90;0;109
3;FairyEmpire;baboy1337;2533274848211122;393620;407065;13445;80;899;1004
4;Shadowgasm;Shadowgasm;2736338880739054;315015;328440;13425;70;1286;1378
5;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;626392;636120;9728;60;983;1070
6;brunopcosta1;brunopcosta1;2535437287890796;242800;252283;9483;50;1196;1266
7;MasterLeePhD;Master Lee PhD;2533274793230093;316814;323884;7070;40;612;665
8;CallMeCraig;matsze;2533274817036922;215921;222666;6745;30;372;415
9;Akosii;Akosii;2533274876129944;335065;341335;6270;20;372;401
10;APOPHIS1989;APOPHIS1989;2533274792861176;305613;311488;5875;10;109;131
11;BadMoodJones;Junglee91;2533275020457265;103866;109731;5865;0;359;370
12;Chyld989;Chyld989;2533274824150207;377480;382440;4960;0;820;924
13;Plagueborne;The Wicked Soul;2533274925208344;852627;856992;4365;0;1078;1088
14;SheepDip;Ryuukishi634;2533274841110750;372500;376435;3935;0;292;293
15;PhantomFox;PhantomFox75;2535436728258152;56817;60272;3455;0;135;135
16;n0tjack;n0tjack;2533274808155558;170007;173420;3413;0;408;419
17;Mort;Mortaigne;2533274924850886;149317;151837;2520;0;362;362
18;dscharles;dscharles;2533275014769270;60391;62606;2215;0;23;23
19;Sikamikanico;Sikamikanico;2599622463478870;126308;128188;1880;0;3;3
20;TheSlickTony;TheSlickTony;2533275010815429;106248;108058;1810;0;10;11
21;low187;ShadowArceus5;2533274870566975;231270;232845;1575;0;169;169
22;FunkyOne;Sir Funkified;2533274831236982;238190;239625;1435;0;12;12
23;xJavontax;xJavontax;2533274819674251;45016;46421;1405;0;18;18
24;Scottish_Sin;Scottish Sin;2533274798575633;541540;542900;1360;0;371;374
25;DeusJabu;DeusJabu;2535431624153776;161234;162454;1220;0;0;0
26;Running_Riot;BoutTreeFidy;2535457582061110;39210;40380;1170;0;1;1
27;Zonky;Zonky;2535470751963594;50880;52040;1160;0;0;0
28;Knottian;Knottian;2533274805216213;211576;212591;1015;0;0;0
29;BrigadiersBlue;Brigadiers Blue;2533274916311937;66723;67598;875;0;190;190
30;supercommodore;supercommodore;2533274982646378;22272;23122;850;0;4;4
31;BananaBox39;MaidenLOKO;2533274891998560;185975;186820;845;0;0;0
32;dfunktjester;dFunkt jestEr;2533274829581469;107837;108582;745;0;4;4
33;Bugalugs214;bugalugs214;2535471084374195;127485;128140;655;0;1;1
34;Xumbrega;ctZz1;2533274892320729;153415;154000;585;0;0;0
35;OneBadMutha;OneBadMutha;2728296738546254;50113;50618;505;0;0;0
36;CRZYSPZ;CRZYSPZ;2533274896685914;410415;410870;455;0;541;541
37;MMarfil;MMarfil;2533274884719422;102919;103359;440;0;122;122
38;BeardoN7x;BeardoA7x;2533274924115209;90195;90480;285;0;424;424
39;TheSego;The Sego;2533274801846949;151078;151253;175;0;104;104
40;Foorbits;Foorbits;2624419068575218;48918;49088;170;0;2;2
41;MrZweistein;MrZweistein;2533274796780325;131645;131695;50;0;3;3
42;Bluehawk357;BlueHawk357;2533274876723326;112143;112143;0;0;54;54
