#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Plagueborne;The Wicked Soul;2533274925208344;749752;771577;21825;10;928;938
2;Shadowgasm;Shadowgasm;2736338880739054;289835;294905;5070;9;1015;1024
3;brunopcosta1;brunopcosta1;2535437287890796;219790;223840;4050;8;965;973
4;BadMoodJones;Junglee91;2533275020457265;93731;96581;2850;7;328;335
5;FairyEmpire;baboy1337;2533274848211122;379855;382650;2795;6;826;832
6;SheepDip;Ryuukishi634;2533274841110750;361150;362835;1685;5;241;246
7;CRZYSPZ;CRZYSPZ;2533274896685914;399715;401345;1630;4;496;500
8;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;610429;611959;1530;3;849;852
9;FunkyOne;Sir Funkified;2533274831236982;233218;234198;980;2;2;4
10;Mort;Mortaigne;2533274924850886;146267;147207;940;1;357;358
11;CallMeCraig;matsze;2533274817036922;209839;210704;865;0;342;342
12;Running_Riot;BoutTreeFidy-208;2535457582061110;36540;37355;815;0;0;0
13;dscharles;dscharles;2533275014769270;56195;56920;725;0;14;14
14;n0tjack;n0tjack;2533274808155558;164147;164827;680;0;327;327
15;BananaBox39;MaidenLOKO;2533274891998560;183860;184500;640;0;0;0
16;APOPHIS1989;APOPHIS1989;2533274792861176;295203;295813;610;0;0;0
17;Scottish_Sin;Scottish Sin;2533274798575633;528910;529510;600;0;294;294
18;xJavontax;xJavontax;2533274819674251;40959;41544;585;0;17;17
18;BrigadiersBlue;Brigadiers Blue;2533274916311937;54053;54638;585;0;0;0
20;Akosii;Akosii;2533274876129944;327825;328350;525;0;358;358
21;Knottian;Knottian;2533274805216213;208780;209295;515;0;0;0
22;TheSlickTony;TheSlickTony;2533275010815429;103153;103628;475;0;8;8
22;supercommodore;supercommodore;2533274982646378;19607;20082;475;0;4;4
24;Foorbits;Foorbits;2624419068575218;48338;48803;465;0;2;2
25;TheSego;The Sego;2533274801846949;147673;148053;380;0;100;100
26;Xumbrega;ctZz1;2533274892320729;151115;151440;325;0;0;0
27;MasterLeePhD;Master Lee PhD;2533274793230093;309659;309929;270;0;524;524
28;Bugalugs214;bugalugs214;2535471084374195;125680;125905;225;0;0;0
29;Sikamikanico;Sikamikanico;2599622463478870;124806;125018;212;0;3;3
30;DeusJabu;DeusJabu;2535431624153776;159274;159459;185;0;0;0
31;MrZweistein;MrZweistein;2533274796780325;129210;129385;175;0;0;0
32;MMarfil;MMarfil;2533274884719422;97609;97779;170;0;116;116
33;OneBadMutha;OneBadMutha;2728296738546254;47698;47833;135;0;0;0
34;PhantomFox;PhantomFox75-460;2535436728258152;53427;53557;130;0;115;115
35;dfunktjester;dFunkt jestEr;2533274829581469;106747;106857;110;0;4;4
36;BeardoN7x;BeardoA7x;2533274924115209;88190;88290;100;0;424;424
37;Chyld989;Chyld989;2533274824150207;361425;361515;90;0;563;563
38;low187;ShadowArceus5;2533274870566975;228010;228090;80;0;168;168
39;Bluehawk357;BlueHawk357;2533274876723326;111483;111503;20;0;54;54
