#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;ShadowlessEdge;Shadowless Edge;2535418358478334;642701;667741;25040;50;722;1006
2;Plagueborne;The Wicked Soul;2533274925208344;900817;909897;9080;48;712;964
3;Cyime;Cyime;2533274809898296;205550;213605;8055;46;3;166
4;Chyld989;Chyld989;2533274824150207;398535;406275;7740;44;494;680
5;profjjj;profjjj;2533274829351135;121982;129477;7495;42;660;854
6;Zonky;Zonky;2535470751963594;98520;105890;7370;40;714;924
7;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;659575;666545;6970;38;625;790
8;Shadowgasm;Shadowgasm;2736338880739054;336630;343295;6665;36;217;336
9;BeardoN7x;BeardoA7x;2533274924115209;101945;107940;5995;34;221;334
10;CRZYSPZ;CRZYSPZ;2533274896685914;414310;419055;4745;32;117;251
11;APOPHIS1989;APOPHIS1989;2533274792861176;322454;327174;4720;30;386;536
12;judge;judge;2533274802991000;413990;418560;4570;28;318;435
13;Akosii;Akosii;2533274876129944;352980;357450;4470;26;346;496
14;SheepDip;Ryuukishi634;2533274841110750;392895;397180;4285;24;467;627
15;Mort;Mortaigne;2533274924850886;160922;165202;4280;22;329;479
16;MasterLeePhD;Master Lee PhD;2533274793230093;343809;347654;3845;20;570;657
17;low187;ShadowArceus5;2533274870566975;240458;244273;3815;18;210;336
18;Sikamikanico;Sikamikanico;2599622463478870;132008;135343;3335;16;103;192
19;Scottish_Sin;Scottish Sin;2533274798575633;552285;555405;3120;14;339;453
20;n0tjack;n0tjack;2533274808155558;182876;185928;3052;12;355;490
21;Knottian;Knottian;2533274805216213;219416;222296;2880;10;255;355
22;dfunktjester;dFunkt jestEr;2533274829581469;114442;117317;2875;8;150;257
23;DeusJabu;DeusJabu;2535431624153776;166819;169209;2390;6;139;206
24;UnveiledArk;UnveiledArk;2533274934249959;369415;371580;2165;4;390;443
25;CallMeCraig;matsze;2533274817036922;237841;239856;2015;2;543;622
26;BrigadiersBlue;Brigadiers Blue;2533274916311937;69463;71293;1830;1;68;105
27;Bugalugs214;bugalugs214;2535471084374195;135241;137051;1810;1;256;335
28;FairyEmpire;baboy1337;2533274848211122;423190;424975;1785;1;397;458
29;brunopcosta1;brunopcosta1;2535437287890796;266341;268062;1721;1;482;552
30;BananaBox39;MaidenLOKO;2533274891998560;189755;191220;1465;1;82;114
31;dscharles;dscharles;2533275014769270;66516;67856;1340;1;124;130
32;MrZweistein;MrZweistein;2533274796780325;133120;134455;1335;1;49;75
33;OneBadMutha;OneBadMutha;2728296738546254;55963;57203;1240;1;234;260
34;Kreten;Cro Kreten;2690766741657668;261338;262483;1145;1;4;33
35;Bluehawk357;BlueHawk357;2533274876723326;112273;113398;1125;1;5;21
36;FunkyOne;Sir Funkified;2533274831236982;243755;244785;1030;1;172;208
37;BadMoodJones;Junglee91;2533275020457265;122956;123891;935;1;401;408
38;TheSlickTony;TheSlickTony;2533275010815429;110233;111108;875;1;17;32
39;supercommodore;supercommodore;2533274982646378;24942;25807;865;1;77;83
40;PhantomFox;PhantomFox75;2535436728258152;65092;65932;840;1;149;166
41;TheSego;The Sego;2533274801846949;151869;152609;740;1;9;25
42;xJavontax;xJavontax;2533274819674251;48676;49286;610;1;95;101
43;michael;Rngesus37;2535419776788793;39797;40402;605;1;19;37
44;Xumbrega;ctZz1;2533274892320729;155875;156415;540;1;53;59
45;Running_Riot;BoutTreeFidy;2535457582061110;45645;46145;500;1;190;196
46;Foorbits;Foorbits;2624419068575218;50398;50798;400;1;49;54
47;MMarfil;MMarfil;2533274884719422;104869;105224;355;1;50;56
47;Mark3;Mark 3;2533274791777168;175785;175785;0;0;0;0
