#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Plagueborne;The Wicked Soul;2533274925208344;876192;900817;24625;50;374;712
2;ShadowlessEdge;Shadowless Edge;2535418358478334;630464;642701;12237;48;448;722
3;Zonky;Zonky;2535470751963594;87095;98520;11425;46;452;714
4;MasterLeePhD;Master Lee PhD;2533274793230093;334624;343809;9185;44;352;570
5;Chyld989;Chyld989;2533274824150207;390855;398535;7680;42;264;494
6;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;653705;659575;5870;40;391;625
7;CallMeCraig;matsze;2533274817036922;233251;237841;4590;38;285;543
8;Akosii;Akosii;2533274876129944;348685;352980;4295;36;187;346
9;profjjj;profjjj;2533274829351135;118027;121982;3955;34;414;660
10;Mort;Mortaigne;2533274924850886;157077;160922;3845;32;190;329
11;APOPHIS1989;APOPHIS1989;2533274792861176;318784;322454;3670;30;156;386
12;Scottish_Sin;Scottish Sin;2533274798575633;548850;552285;3435;28;179;339
13;judge;judge;2533274802991000;410690;413990;3300;26;165;318
14;FairyEmpire;baboy1337;2533274848211122;420425;423190;2765;24;245;397
15;Running_Riot;BoutTreeFidy;2535457582061110;43030;45645;2615;22;76;190
16;OneBadMutha;OneBadMutha;2728296738546254;53388;55963;2575;20;116;234
17;SheepDip;Ryuukishi634;2533274841110750;390345;392895;2550;18;343;467
18;dscharles;dscharles;2533275014769270;64576;66516;1940;16;43;124
19;low187;ShadowArceus5;2533274870566975;238645;240458;1813;14;142;210
20;BadMoodJones;Junglee91;2533275020457265;121146;122956;1810;12;327;401
21;brunopcosta1;brunopcosta1;2535437287890796;264608;266341;1733;10;392;482
22;CRZYSPZ;CRZYSPZ;2533274896685914;412655;414310;1655;8;60;117
23;UnveiledArk;UnveiledArk;2533274934249959;367810;369415;1605;6;325;390
24;Knottian;Knottian;2533274805216213;217831;219416;1585;4;192;255
25;n0tjack;n0tjack;2533274808155558;181311;182876;1565;2;289;355
26;Bugalugs214;bugalugs214;2535471084374195;133961;135241;1280;1;222;256
27;MrZweistein;MrZweistein;2533274796780325;131900;133120;1220;1;3;49
28;FunkyOne;Sir Funkified;2533274831236982;242575;243755;1180;1;85;172
29;dfunktjester;dFunkt jestEr;2533274829581469;113332;114442;1110;1;115;150
30;DeusJabu;DeusJabu;2535431624153776;165899;166819;920;1;103;139
31;Xumbrega;ctZz1;2533274892320729;155170;155875;705;1;39;53
32;BananaBox39;MaidenLOKO;2533274891998560;189095;189755;660;1;72;82
33;TheSlickTony;TheSlickTony;2533275010815429;109593;110233;640;1;10;17
34;PhantomFox;PhantomFox75;2535436728258152;64492;65092;600;1;143;149
35;BrigadiersBlue;Brigadiers Blue;2533274916311937;68928;69463;535;1;49;68
36;michael;Rngesus37;2535419776788793;39337;39797;460;1;2;19
37;Sikamikanico;Sikamikanico;2599622463478870;131568;132008;440;1;97;103
38;Kreten;Cro Kreten;2690766741657668;260943;261338;395;1;0;4
39;supercommodore;supercommodore;2533274982646378;24632;24942;310;1;63;77
40;MMarfil;MMarfil;2533274884719422;104724;104869;145;1;47;50
41;Cyime;Cyime;2533274809898296;205410;205550;140;1;0;3
42;xJavontax;xJavontax;2533274819674251;48546;48676;130;1;93;95
43;TheSego;The Sego;2533274801846949;151829;151869;40;1;6;9
44;Shadowgasm;Shadowgasm;2736338880739054;336600;336630;30;1;171;217
45;BeardoN7x;BeardoA7x;2533274924115209;101945;101945;0;0;221;221
45;Foorbits;Foorbits;2624419068575218;50398;50398;0;0;49;49
45;Bluehawk357;BlueHawk357;2533274876723326;112273;112273;0;0;5;5
