#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Plagueborne;The Wicked Soul;2533274925208344;1507796;1519321;11525;50;826;876
2;ShadowlessEdge;ShadowlessAU;2535418358478334;1093891;1104526;10635;48;998;1046
3;TheAshCohen09;TheAshCohen09;2533274856167909;288401;298656;10255;46;460;506
4;NierlyCrazy;Nierly Crazy;2533274896685914;605583;611663;6080;44;408;452
5;FairyEmpire;baboy1337;2533274848211122;617507;621457;3950;42;681;723
6;APOPHIS1989;APOPHIS1989;2533274792861176;658246;661910;3664;40;783;823
7;TangHao;Amir-8983;2535432952508207;89522;93042;3520;38;103;141
8;SheepDip;Ryuukishi634;2533274841110750;533375;536675;3300;36;838;874
9;CallMeCraig;matsze;2533274817036922;382528;385788;3260;34;596;630
10;Chyld989;Chyld989;2533274824150207;583700;586875;3175;32;748;780
11;n0tjack;n0tjack;2533274808155558;269459;271894;2435;30;513;543
12;MasterLeePhD;Master Lee PhD;2533274793230093;538519;540884;2365;28;954;982
13;Akosii;Akosii;2533274876129944;465986;467946;1960;26;672;698
13;dscharles;dscharles;2533275014769270;99075;101035;1960;26;278;304
15;Scottish_Sin;Scottish Sin;2533274798575633;649164;650929;1765;22;507;529
16;BeardoN7x;BeardoA7x;2533274924115209;156334;157859;1525;20;322;342
17;SilentJay76;SilentJay76;2533274902322618;508572;510062;1490;18;452;470
18;MrZweistein;MrZweistein;2533274796780325;177485;178800;1315;16;326;342
19;Knottian;Knottian;2533274805216213;279070;280000;930;14;534;548
20;binarymelon;binarymelon;2533274792088847;64206;65106;900;12;481;493
21;Shadowgasm;Shadowgasm;2736338880739054;439560;440400;840;10;39;49
22;TheSego;The Sego;2533274801846949;169910;170700;790;8;54;62
23;DeusJabu;DeusJabu;2535431624153776;244975;245725;750;6;541;547
24;MMarfil;MMarfil;2533274884719422;114663;115398;735;4;159;163
25;low187;ShadowArceus5;2533274870566975;308221;308936;715;2;234;236
26;Bugalugs214;bugalugs214;2535471084374195;606190;606895;705;1;355;356
27;Sikamikanico;Sikamikanico;2599622463478870;165096;165766;670;1;256;257
28;OneBadMutha;OneBadMutha;2728296738546254;78599;79139;540;1;225;226
29;profjjj;profjjj;2533274829351135;172640;173090;450;1;305;306
30;Mort;Mortaigne;2533274924850886;261478;261778;300;1;118;119
30;BadMoodJones;Junglee91;2533275020457265;172506;172806;300;1;19;20
32;Mark3;Mark 3;2533274791777168;197570;197850;280;1;194;195
33;RoslindaleOne;RoslindaleOne;2594261035379451;442710;442975;265;1;369;370
34;TheSlickTony;TheSlickTony;2533275010815429;142013;142213;200;1;490;491
35;PhantomFox;PhantomFox75-460;2535436728258152;90209;90349;140;1;203;204
36;dfunktjester;dFunkt jestEr;2533274829581469;145422;145512;90;1;92;93
37;supercommodore;supercommodore;2533274982646378;42335;42350;15;1;15;16
38;BigM_Milk4;BigMMilk-9208;2533274975549845;74119;74119;0;0;95;95
38;BrigadiersBlue;Brigadiers Blue;2533274916311937;189470;189470;0;0;142;142
38;BananaBox39;MaidenLOKO;2533274891998560;213783;213783;0;0;12;12
