#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;APOPHIS1989;APOPHIS1989;2533274792861176;488503;505148;16645;50;984;1034
2;Plagueborne;The Wicked Soul;2533274925208344;1301061;1317626;16565;48;810;858
3;TheAshCohen09;TheAshCohen09;2533274856167909;216881;226581;9700;46;635;681
4;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;908324;917569;9245;44;778;822
5;UnveiledArk;UnveiledArk;2533274934249959;535030;543445;8415;42;652;694
6;SilentJay76;SilentJay76;2533274902322618;478442;483947;5505;40;734;774
7;MasterLeePhD;Master Lee PhD;2533274793230093;494054;499439;5385;38;795;833
8;NierlyCrazy;Nierly Crazy;2533274896685914;543664;548989;5325;36;589;625
9;ShadowlessEdge;Shadowless Edge;2535418358478334;1015286;1020526;5240;34;902;936
10;Chyld989;Chyld989;2533274824150207;544435;549600;5165;32;627;659
11;MrZweistein;MrZweistein;2533274796780325;168150;171895;3745;30;422;452
12;CallMeCraig;matsze;2533274817036922;343278;346448;3170;28;507;535
13;SheepDip;Ryuukishi634;2533274841110750;497375;500255;2880;26;461;487
14;FairyEmpire;baboy1337;2533274848211122;569101;571521;2420;24;459;483
15;judge;judge;2533274802991000;532864;534869;2005;22;374;396
16;DanCasual;SR1 Dan;2533274803840524;227047;228921;1874;20;311;331
17;Scottish_Sin;Scottish Sin;2533274798575633;628345;630115;1770;18;338;356
18;Mort;Mortaigne;2533274924850886;236973;238723;1750;16;157;173
19;binarymelon;binarymelon;2533274792088847;48856;50518;1662;14;216;230
20;n0tjack;n0tjack;2533274808155558;252338;253578;1240;12;369;381
21;Knottian;Knottian;2533274805216213;257585;258775;1190;10;321;331
22;Akosii;Akosii;2533274876129944;431901;433021;1120;8;220;228
23;DeusJabu;DeusJabu;2535431624153776;229015;230090;1075;6;370;376
24;FunkyOne;Sir Funkified;2533274831236982;274764;275734;970;4;275;279
25;dscharles;dscharles;2533275014769270;91281;92016;735;2;243;245
26;Mark3;Mark 3;2533274791777168;192950;193630;680;1;38;39
27;Sikamikanico;Sikamikanico;2599622463478870;157092;157763;671;1;182;183
28;TheSlickTony;TheSlickTony;2533275010815429;131778;132308;530;1;111;112
29;low187;ShadowArceus5;2533274870566975;298033;298548;515;1;74;75
30;Kreten;Cro Kreten;2690766741657668;282823;283228;405;1;123;124
31;supercommodore;supercommodore;2533274982646378;41745;42095;350;1;52;53
32;BrigadiersBlue;Brigadiers Blue;2533274916311937;160120;160440;320;1;186;187
33;OneBadMutha;OneBadMutha;2728296738546254;73596;73831;235;1;74;75
34;Running_Riot;BoutTreeFidy;2535457582061110;60440;60670;230;1;86;87
35;BadMoodJones;Junglee91;2533275020457265;166712;166937;225;1;269;270
36;Xumbrega;ctZz1;2533274892320729;165419;165639;220;1;105;106
37;MMarfil;MMarfil;2533274884719422;111531;111746;215;1;24;25
37;Foorbits;Foorbits;2624419068575218;52068;52283;215;1;4;5
39;BananaBox39;MaidenLOKO;2533274891998560;213508;213658;150;1;44;45
40;TheSego;The Sego;2533274801846949;168950;169080;130;1;128;129
41;dfunktjester;dFunkt jestEr;2533274829581469;142568;142603;35;1;5;6
42;xJavontax;xJavontax;2533274819674251;52463;52493;30;1;2;3
43;profjjj;profjjj;2533274829351135;164890;164905;15;1;95;96
43;TangHao;Amir-8983;2535432952508207;88682;88697;15;1;67;68
45;BeardoN7x;BeardoA7x;2533274924115209;145694;145704;10;1;188;189
46;RoslindaleOne;RoslindaleOne;2594261035379451;425450;425450;0;0;276;276
46;Shadowgasm;Shadowgasm;2736338880739054;434460;434460;0;0;218;218
46;PhantomFox;PhantomFox75;2535436728258152;84054;84054;0;0;21;21
46;Zonky;Zonky;2535470751963594;166305;166305;0;0;2;2
46;michael;Rngesus37;2535419776788793;50287;50287;0;0;28;28
46;BigM_Milk4;BigMMilk-9208;2533274975549845;68309;68309;0;0;0;0
46;Bugalugs214;bugalugs214;2535471084374195;599930;599930;0;0;0;0
46;brunopcosta1;brunopcosta1;2535437287890796;289198;289198;0;0;0;0
46;Cyime;Cyime;2533274809898296;257380;257380;0;0;0;0
