#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Bugalugs214;bugalugs214;2535471084374195;303995;321175;17180;50;770;820
2;Shadowgasm;Shadowgasm;2736338880739054;390484;401550;11066;48;714;762
3;Plagueborne;The Wicked Soul;2533274925208344;971772;980022;8250;46;564;610
4;Mort;Mortaigne;2533274924850886;198832;206167;7335;44;394;438
5;ShadowlessEdge;Shadowless Edge;2535418358478334;856677;863746;7069;42;580;622
6;NierlyCrazy;Nierly Crazy;2533274896685914;468755;475700;6945;40;406;446
7;UnveiledArk;UnveiledArk;2533274934249959;443875;450810;6935;38;310;348
8;n0tjack;n0tjack;2533274808155558;208829;214999;6170;36;431;467
9;MasterLeePhD;Master Lee PhD;2533274793230093;391624;397424;5800;34;305;339
10;Scottish_Sin;Scottish Sin;2533274798575633;583255;588815;5560;32;314;346
11;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;758945;764430;5485;30;380;410
12;judge;judge;2533274802991000;452455;457775;5320;28;297;325
13;low187;ShadowArceus5;2533274870566975;266460;270790;4330;26;210;236
14;BrigadiersBlue;Brigadiers Blue;2533274916311937;101045;105335;4290;24;267;291
15;CallMeCraig;matsze;2533274817036922;274564;278019;3455;22;321;343
16;FairyEmpire;baboy1337;2533274848211122;460302;463657;3355;20;273;293
17;Akosii;Akosii;2533274876129944;391490;394615;3125;18;409;427
18;APOPHIS1989;APOPHIS1989;2533274792861176;388467;391287;2820;16;487;503
19;Chyld989;Chyld989;2533274824150207;460305;462570;2265;14;317;331
20;SheepDip;Ryuukishi634;2533274841110750;442385;444515;2130;12;268;280
21;FunkyOne;Sir Funkified;2533274831236982;254818;256753;1935;10;83;93
22;OneBadMutha;OneBadMutha;2728296738546254;62522;64212;1690;8;49;57
23;Bluehawk357;BlueHawk357;2533274876723326;123999;125539;1540;6;90;96
24;profjjj;profjjj;2533274829351135;151101;152621;1520;4;142;146
25;RoslindaleOne;RoslindaleOne;2594261035379451;390120;391635;1515;2;57;59
26;Cyime;Cyime;2533274809898296;244830;246300;1470;1;182;183
27;Kreten;Cro Kreten;2690766741657668;272763;274178;1415;1;84;85
28;binarymelon;binarymelon;2533274792088847;28346;29741;1395;1;65;66
29;DeusJabu;DeusJabu;2535431624153776;189080;190465;1385;1;68;69
30;TheSego;The Sego;2533274801846949;158264;159434;1170;1;146;147
31;Mark3;Mark 3;2533274791777168;186000;187080;1080;1;27;28
32;MrZweistein;MrZweistein;2533274796780325;145865;146895;1030;1;21;22
33;Sikamikanico;Sikamikanico;2599622463478870;144698;145673;975;1;87;88
34;Knottian;Knottian;2533274805216213;235426;236281;855;1;66;67
35;BadMoodJones;Junglee91;2533275020457265;142887;143702;815;1;52;53
36;Xumbrega;ctZz1;2533274892320729;160370;161040;670;1;4;5
37;BananaBox39;MaidenLOKO;2533274891998560;198465;198800;335;1;12;13
38;xJavontax;xJavontax;2533274819674251;51361;51686;325;1;35;36
39;Zonky;Zonky;2535470751963594;164835;165100;265;1;148;149
40;PhantomFox;PhantomFox75;2535436728258152;76022;76267;245;1;67;68
41;dscharles;dscharles;2533275014769270;80060;80265;205;1;96;97
42;BeardoN7x;BeardoA7x;2533274924115209;133125;133305;180;1;145;146
42;MMarfil;MMarfil;2533274884719422;107514;107694;180;1;9;10
44;TheSlickTony;TheSlickTony;2533275010815429;120578;120723;145;1;92;93
45;dfunktjester;dFunkt jestEr;2533274829581469;122818;122923;105;1;6;7
46;BigM_Milk4;BigMMilk-9208;2533274975549845;47097;47157;60;1;27;28
47;michael;Rngesus37;2535419776788793;43880;43930;50;1;7;8
47;brunopcosta1;brunopcosta1;2535437287890796;288468;288518;50;1;4;5
49;supercommodore;supercommodore;2533274982646378;36262;36292;30;1;9;10
49;Running_Riot;BoutTreeFidy;2535457582061110;54150;54180;30;1;12;13
51;Darthvader2795;Darthvader2795;2535442004967288;76811;76811;0;0;3;3
51;Foorbits;Foorbits;2624419068575218;51153;51153;0;0;0;0
51;DannySuperb;Danny Superb;2535423690428067;1830;1830;0;0;0;0
51;DanCasual;SR1 Dan;2533274803840524;210069;210069;0;0;0;0
