#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;Bugalugs214;bugalugs214;2535471084374195;582485;596615;14130;50;194;244
2;MasterLeePhD;Master Lee PhD;2533274793230093;447404;458544;11140;48;220;268
3;ShadowlessEdge;Shadowless Edge;2535418358478334;949411;957966;8555;46;216;262
4;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;861399;867994;6595;44;190;234
5;CallMeCraig;matsze;2533274817036922;312502;319037;6535;42;204;246
6;Plagueborne;The Wicked Soul;2533274925208344;1165986;1170841;4855;40;119;159
7;BrigadiersBlue;Brigadiers Blue;2533274916311937;134640;139310;4670;38;196;234
8;judge;judge;2533274802991000;496654;500579;3925;36;142;178
9;Akosii;Akosii;2533274876129944;418472;422146;3674;34;111;145
10;APOPHIS1989;APOPHIS1989;2533274792861176;430157;433310;3153;32;139;171
11;Chyld989;Chyld989;2533274824150207;516489;519575;3086;30;137;167
12;NierlyCrazy;Nierly Crazy;2533274896685914;510948;513728;2780;28;104;132
13;FairyEmpire;baboy1337;2533274848211122;506066;508690;2624;26;91;117
14;dscharles;dscharles;2533275014769270;84901;87226;2325;24;119;143
15;SheepDip;Ryuukishi634;2533274841110750;471145;473305;2160;22;104;126
16;dfunktjester;dFunkt jestEr;2533274829581469;132243;134233;1990;20;85;105
17;DeusJabu;DeusJabu;2535431624153776;211660;213485;1825;18;85;103
18;Scottish_Sin;Scottish Sin;2533274798575633;611689;613509;1820;16;112;128
19;UnveiledArk;UnveiledArk;2533274934249959;495615;497260;1645;14;95;109
20;binarymelon;binarymelon;2533274792088847;39011;40566;1555;12;120;132
21;BananaBox39;MaidenLOKO;2533274891998560;209599;211009;1410;10;112;122
22;n0tjack;n0tjack;2533274808155558;238058;239443;1385;8;86;94
23;Shadowgasm;Shadowgasm;2736338880739054;426715;428035;1320;6;99;105
24;Knottian;Knottian;2533274805216213;243682;244853;1171;4;74;78
25;TheSlickTony;TheSlickTony;2533275010815429;127018;127988;970;2;25;27
26;Mort;Mortaigne;2533274924850886;223938;224853;915;1;59;60
27;FunkyOne;Sir Funkified;2533274831236982;267250;268060;810;1;34;35
28;BadMoodJones;Junglee91;2533275020457265;157828;158608;780;1;3;4
29;RoslindaleOne;RoslindaleOne;2594261035379451;415715;416355;640;1;21;22
30;Running_Riot;BoutTreeFidy;2535457582061110;57160;57745;585;1;31;32
31;low187;ShadowArceus5;2533274870566975;292496;293076;580;1;14;15
32;MMarfil;MMarfil;2533274884719422;109816;110211;395;1;5;6
33;MrZweistein;MrZweistein;2533274796780325;160030;160405;375;1;13;14
34;OneBadMutha;OneBadMutha;2728296738546254;69924;70269;345;1;28;29
34;Sikamikanico;Sikamikanico;2599622463478870;151725;152070;345;1;7;8
36;BigM_Milk4;BigMMilk-9208;2533274975549845;56004;56309;305;1;38;39
37;michael;Rngesus37;2535419776788793;47342;47617;275;1;13;14
38;TheSego;The Sego;2533274801846949;164269;164509;240;1;7;8
39;profjjj;profjjj;2533274829351135;159574;159739;165;1;51;52
40;Xumbrega;ctZz1;2533274892320729;163149;163304;155;1;1;2
41;PhantomFox;PhantomFox75;2535436728258152;81067;81167;100;1;2;3
41;BeardoN7x;BeardoA7x;2533274924115209;141530;141630;100;1;3;4
43;DanCasual;SR1 Dan;2533274803840524;220436;220496;60;1;2;3
44;Mark3;Mark 3;2533274791777168;191160;191175;15;1;1;2
45;TangHao;Amir-8983;2535432952508207;81265;81275;10;1;1;2
45;Zonky;Zonky;2535470751963594;165575;165585;10;1;1;2
47;Kreten;Cro Kreten;2690766741657668;278293;278298;5;1;0;1
48;Cyime;Cyime;2533274809898296;256055;256055;0;0;0;0
48;Darthvader2795;Darthvader2795;2535442004967288;78721;78721;0;0;0;0
48;brunopcosta1;brunopcosta1;2535437287890796;288808;288808;0;0;0;0
48;supercommodore;supercommodore;2533274982646378;38702;38702;0;0;0;0
48;xJavontax;xJavontax;2533274819674251;52278;52278;0;0;0;0
48;Foorbits;Foorbits;2624419068575218;51238;51238;0;0;0;0
48;Neuro;Thhh gtt-8082;2535406877444637;975;975;0;0;0;0
