#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1.;Plagueborne;The Wicked Soul;2533274925208344;712502;734777;22275;100;709;809
2.;brunopcosta1;brunopcosta1;2535437287890796;180610;199225;18615;90;640;730
3.;FairyEmpire;baboy1337;2533274848211122;361625;372530;10905;80;668;748
4.;MasterLeePhD;Master Lee PhD;2533274793230093;296914;307449;10535;70;348;418
5.;KARMAgoesHARD;KARMAgoesHARD;2533274793280369;594579;604779;10200;60;721;781
6.;Shadowgasm;Shadowgasm;2736338880739054;266600;276585;9985;50;758;808
7.;Akosii;Akosii;2533274876129944;316650;324545;7895;40;291;331
8.;Chyld989;Chyld989;2533274824150207;352615;359075;6460;30;429;459
9.;low187;ShadowArceus5;2533274870566975;220485;226670;6185;20;141;161
10.;SheepDip;Ryuukishi634;2533274841110750;349810;355885;6075;10;176;186
11.;n0tjack;n0tjack;2533274808155558;156842;162427;5585;0;227;227
12.;CallMeCraig;matsze;2533274817036922;200705;205325;4620;0;301;301
13.;PhantomFox;PhantomFox75;2535436728258152;46297;50812;4515;0;106;106
14.;BadMoodJones;Junglee91;2533275020457265;88501;92881;4380;0;318;318
15.;CRZYSPZ;CRZYSPZ;2533274896685914;386830;390310;3480;0;298;298
16.;Scottish_Sin;Scottish Sin;2533274798575633;523290;526690;3400;0;293;293
17.;Mort;Mortaigne;2533274924850886;141077;144267;3190;0;257;257
18.;Sikamikanico;Sikamikanico;2599622463478870;120561;123426;2865;0;3;3
19.;dscharles;dscharles;2533275014769270;52460;55100;2640;0;14;14
20.;BeardoN7x;BeardoA7x;2533274924115209;82790;85425;2635;0;320;320
21.;Bluehawk357;BlueHawk357;2533274876723326;108853;111028;2175;0;54;54
22.;TheSego;The Sego;2533274801846949;144298;146428;2130;0;0;0
23.;FunkyOne;Sir Funkified;2533274831236982;229818;231538;1720;0;0;0
24.;DeusJabu;DeusJabu;2535431624153776;157494;158934;1440;0;0;0
25.;Knottian;Knottian;2533274805216213;205025;206455;1430;0;0;0
26.;xJavontax;xJavontax;2533274819674251;38779;40169;1390;0;17;17
27.;Bugalugs214;bugalugs214;2535471084374195;123375;124685;1310;0;0;0
28.;Running_Riot;BoutTreeFidy;2535457582061110;34257;35478;1221;0;0;0
29.;supercommodore;supercommodore;2533274982646378;18412;19222;810;0;4;4
30.;OneBadMutha;OneBadMutha;2728296738546254;46103;46888;785;0;0;0
31.;Foorbits;Foorbits;2624419068575218;47193;47958;765;0;2;2
32.;MMarfil;MMarfil;2533274884719422;96184;96779;595;0;116;116
33.;Xumbrega;ctZz1;2533274892320729;149857;150247;390;0;0;0
34.;BananaBox39;MaidenLOKO;2533274891998560;182140;182375;235;0;0;0
35.;dfunktjester;dFunkt jestEr;2533274829581469;105972;106177;205;0;4;4
36.;TheSlickTony;TheSlickTony;2533275010815429;102402;102602;200;0;8;8
37.;MrZweistein;MrZweistein;2533274796780325;128375;128500;125;0;0;0
38.;APOPHIS1989;APOPHIS1989;2533274792861176;294923;294923;0;0;0;0
38.;BrigadiersBlue;Brigadiers Blue;2533274916311937;52393;52393;0;0;0;0
