#;User;Gamertag;XUID;Initial GS;Final GS;Gains;Points;Initial Global Points;New Global Points
1;TheAshCohen09;TheAshCohen09;2533274856167909;306286;313576;7290;50;340;390
2;FairyEmpire;baboy1337;2533274848211122;642002;648354;6352;48;374;422
3;CallMeCraig;matsze;2533274817036922;396548;400733;4185;46;492;538
4;Plagueborne;The Wicked Soul;2533274925208344;1533521;1537441;3920;44;404;448
5;Mort;Mortaigne;2533274924850886;265068;268928;3860;42;286;328
6;MasterLeePhD;Master Lee PhD;2533274793230093;545489;549098;3609;40;322;362
7;NierlyCrazy;Nierly Crazy;2533274896685914;631893;634673;2780;38;416;454
8;Scottish_Sin;Scottish Sin;2533274798575633;658064;660139;2075;36;198;234
9;ShadowlessEdge;ShadowlessAU;2535418358478334;1120221;1122181;1960;34;342;376
10;Chyld989;Chyld989;2533274824150207;593280;595025;1745;32;246;278
11;Knottian;Knottian;2533274805216213;282715;284171;1456;30;292;322
12;Akosii;Akosii;2533274876129944;475151;476541;1390;28;310;338
13;low187;ShadowArceus5;2533274870566975;313381;314636;1255;26;188;214
14;Sikamikanico;Sikamikanico;2599622463478870;169958;171188;1230;24;264;288
15;MrZweistein;MrZweistein;2533274796780325;181905;183010;1105;22;254;276
16;SilentJay76;SilentJay76;2533274902322618;516287;517357;1070;20;292;312
17;SheepDip;Ryuukishi634;2533274841110750;542210;543075;865;18;260;278
18;n0tjack;n0tjack;2533274808155558;278379;279159;780;16;324;340
19;Bugalugs214;bugalugs214;2535471084374195;607455;608210;755;14;115;129
20;BadMoodJones;Junglee91;2533275020457265;173311;173976;665;12;95;107
21;Mark3;Mark 3;2533274791777168;198580;199075;495;10;58;68
22;binarymelon;binarymelon;2533274792088847;66326;66621;295;8;96;104
23;dscharles;dscharles;2533275014769270;104630;104905;275;6;232;238
23;BeardoN7x;BeardoA7x;2533274924115209;159169;159444;275;6;38;44
25;OneBadMutha;OneBadMutha;2728296738546254;79859;80004;145;2;59;61
26;TheSlickTony;TheSlickTony;2533275010815429;143783;143898;115;1;86;87
27;RoslindaleOne;RoslindaleOne;2594261035379451;444240;444350;110;1;85;86
28;TangHao;Amir-8983;2535432952508207;97502;97597;95;1;8;9
29;supercommodore;supercommodore;2533274982646378;42435;42500;65;1;12;13
30;dfunktjester;dFunkt jestEr;2533274829581469;146732;146787;55;1;71;72
30;TheSego;The Sego;2533274801846949;171925;171980;55;1;12;13
32;APOPHIS1989;APOPHIS1989;2533274792861176;676193;676233;40;1;183;184
33;profjjj;profjjj;2533274829351135;174305;174325;20;1;56;57
33;MMarfil;MMarfil;2533274884719422;116028;116048;20;1;37;38
35;PhantomFox;PhantomFox75-460;2535436728258152;92909;92909;0;0;60;60
35;BigM_Milk4;BigMMilk-9208;2533274975549845;74194;74194;0;0;15;15
35;DeusJabu;DeusJabu;2535431624153776;247605;247605;0;0;17;17
35;Shadowgasm;Shadowgasm;2736338880739054;443400;443400;0;0;0;0
35;BrigadiersBlue;Brigadiers Blue;2533274916311937;195060;195060;0;0;0;0
35;BananaBox39;MaidenLOKO;2533274891998560;213783;213783;0;0;0;0
